id,lens,metric_space,n_cubes,overlap,eps,min_samples,n_nodes,n_edges,n_components,n_loops,avg_degree,max_degree,density,avg_node_size,max_node_size,size_entropy,collapse_ratio,score,var_mgAF_dia_total,var_mgAF_suple_1T,var_mgAF_saf,var_total_AF_mg,var_dias_saf,var_pn_hijo,var_eg_hijo,var_edad_madre,var_imc_antes,var_dif_imc,var_hijo_problema,var_consume_suple,bio_score
11337,mgAF_suple_1T,cont_rob,12,0.6,5.0,2,23,29,5,11,2.52,4,0.1146,72.9,378,2.052,0.536,0.6574,3.7831,3.7872,4.7854,187345.6396,3065.0161,16334.6606,0.1953,3.86,51.793,1.9814,0.0071,0.0008,0.25012445489156926
18679,dif_imc,cont_std,20,0.4,3.5,3,37,30,8,1,1.62,4,0.045,21.9,146,2.858,0.207,0.6572,4.1571,4.1894,4.4789,222604.8569,7161.5436,61434.6581,0.6358,3.3753,7.9039,5.5955,0.0091,0.0284,0.29425310339367283
15109,imc_antes,all_mixed,20,0.6,2.0,3,12,9,6,3,1.5,4,0.1364,4.2,11,2.337,0.016,0.657,3.5115,3.4602,2.7411,125097.9956,2303.8974,33607.8038,0.6136,8.8789,11.0361,1.8143,0.0087,0.0,0.22076434124812597
5842,umap_30_01,cont_rob,8,0.6,2.5,3,18,15,7,4,1.67,2,0.098,52.3,236,2.236,0.335,0.6568,3.6109,3.6376,3.9085,161862.9737,6489.3081,18222.9625,0.1756,5.7867,4.0375,0.1877,0.003,0.109,0.22760283170693063
5665,umap_30_01,cont_std,16,0.6,3.5,3,16,17,5,6,2.12,4,0.1417,85.2,246,2.478,0.349,0.6567,4.3,4.3109,4.6653,241640.9251,8672.5565,5211.0617,0.0348,0.5519,2.2799,0.1621,0.0018,0.0517,0.28405392118309597
14746,imc_antes,cont_rob,20,0.6,1.5,3,12,10,5,3,1.67,3,0.1515,4.8,12,2.332,0.017,0.6565,2.6147,2.5268,2.5833,18415.3112,4891.4969,27631.3307,0.3277,6.2041,6.4561,0.5336,0.0071,0.0,0.13295014826588852
12504,mgAF_saf,cont_rob,16,0.6,3.5,2,24,14,14,4,1.17,5,0.0507,40.2,308,1.753,0.437,0.6565,4.2299,4.1919,3.2478,122952.1228,4346.2383,261162.4046,6.1237,7.8144,39.4357,6.2286,0.0276,0.0054,0.361064329662193
5666,umap_30_01,cont_std,16,0.6,3.5,5,16,17,5,6,2.12,4,0.1417,83.3,242,2.463,0.343,0.6564,4.1604,4.1819,4.6562,230588.2182,8694.6301,5147.9756,0.0423,0.5755,2.2335,0.1546,0.0018,0.0512,0.273937037600889
9220,hibrido_umap_af,cont_rob,16,0.4,1.5,3,12,10,5,3,1.67,3,0.1515,4.2,13,2.33,0.018,0.6563,4.0308,3.8684,4.1389,27586.5565,4891.4969,24636.5533,0.3921,5.1597,8.5733,0.4207,0.0056,0.0,0.19329490800397012
16012,eg_hijo,all_mixed,12,0.6,2.5,3,23,20,8,5,1.74,6,0.0791,35.3,293,1.816,0.416,0.656,3.8514,3.8907,3.6027,162287.0809,7380.0176,81508.284,1.2806,4.235,14.5019,2.059,0.0004,0.1134,0.25445141069796845
9374,hibrido_umap_af,all_mixed,8,0.2,3.5,5,16,21,5,10,2.62,6,0.175,57.8,231,2.425,0.328,0.6558,5.2051,5.2009,4.5687,332919.2822,7539.4949,8376.299,0.1329,1.7207,4.0476,0.2468,0.0008,0.0586,0.35922113229515973
2412,pca_2d,cont_std,16,0.6,1.0,2,19,57,3,41,6.0,8,0.3333,2.2,3,2.929,0.004,0.6557,0.0868,0.0624,0.1662,65.1898,5696.838,19428.2733,0.2027,3.0309,1.7036,2.5399,0.0,0.0,0.007923393587616713
8226,umap_2d,cont_rob,20,0.4,1.0,2,11,12,5,6,2.18,3,0.2182,2.0,2,2.398,0.003,0.6555,1.5685,1.5808,1.8182,10489.5657,7749.5207,96060.0207,0.2479,7.1488,4.0731,2.7065,0.0,0.0,0.0872188025281684
12312,mgAF_saf,cont_rob,8,0.6,1.0,2,11,9,5,3,1.64,2,0.1636,2.0,2,2.398,0.003,0.6555,1.3445,1.3968,1.4711,10658.095,2767.686,56108.2645,0.2479,9.3843,5.3859,4.2262,0.0,0.0,0.07287665660930262
2232,pca_2d,cont_std,8,0.6,1.0,2,19,57,3,41,6.0,8,0.3333,2.3,3,2.925,0.004,0.6555,0.1301,0.0935,0.2493,81.1311,8543.3227,13977.2539,0.2415,3.6556,2.796,1.7237,0.0,0.0,0.009088815649911354
3978,pca_full_2d,all_mixed,8,0.3,1.0,2,11,8,6,3,1.45,3,0.1455,2.0,2,2.398,0.003,0.6555,4.9429,5.0388,4.5165,36648.6188,5174.219,5618.595,0.3843,12.2397,3.8523,0.3838,0.0,0.0,0.2308592061759653
17706,edad_madre,cont_rob,8,0.5,3.5,2,43,33,11,1,1.53,5,0.0365,27.0,214,2.67,0.304,0.6555,4.8317,4.7745,4.7361,321604.493,6100.8249,81394.5034,1.3348,29.3967,26.2782,5.137,0.0264,0.0525,0.3936437356871581
9108,hibrido_umap_af,cont_rob,12,0.3,1.0,2,11,9,5,3,1.64,3,0.1636,2.0,2,2.398,0.003,0.6555,2.3879,2.4963,2.595,19165.2222,2767.686,47013.0165,0.2314,8.7479,4.2004,3.7668,0.0,0.0,0.1202684436930916
2736,pca_2d,cont_rob,16,0.4,1.0,2,11,9,5,3,1.64,3,0.1636,2.0,2,2.398,0.003,0.6555,3.9706,4.0947,4.3802,29514.2145,4981.8347,53758.3678,0.2314,5.9711,3.5372,2.3644,0.0,0.0,0.19284868778927375
12402,mgAF_saf,cont_rob,12,0.6,1.0,2,11,9,5,3,1.64,2,0.1636,2.0,2,2.398,0.003,0.6555,1.3445,1.3968,1.4711,10658.095,2767.686,56108.2645,0.2479,9.3843,5.3859,4.2262,0.0,0.0,0.07287665660930262
4407,umap_15_02,cont_std,8,0.6,5.0,2,22,22,7,7,2.0,4,0.0952,68.0,392,2.159,0.556,0.6553,6.6664,6.6362,5.2862,272168.4968,6318.6646,10579.2177,0.3074,1.9879,59.2365,1.8763,0.0034,0.0118,0.4013565624580619
17961,edad_madre,cont_rob,20,0.4,5.0,2,36,25,12,1,1.39,2,0.0397,29.2,119,2.866,0.169,0.6552,1.5432,1.573,1.5015,68768.7308,1790.049,136462.1239,2.4434,46.25,9.8217,1.5126,0.0205,0.0116,0.16414512280179022
9310,hibrido_umap_af,cont_rob,20,0.4,1.5,3,12,10,5,3,1.67,3,0.1515,6.0,13,2.307,0.018,0.655,2.5931,2.4905,2.5833,17975.435,4891.4969,22225.8144,0.3674,6.2992,7.2942,0.3426,0.0056,0.0,0.12915181263041195
7190,umap_5_05,cont_rob,20,0.6,2.0,5,14,13,5,4,1.86,4,0.1429,18.0,69,2.227,0.098,0.655,3.3318,3.2627,3.2669,182283.9312,3792.9796,37600.0688,0.1764,4.0006,4.3737,0.1733,0.004,0.0,0.22616629404003305
178,pca_1,cont_std,12,0.6,5.0,3,21,26,5,10,2.48,5,0.1238,79.6,368,2.203,0.522,0.655,4.9501,4.956,4.9681,177991.4969,4862.6298,8596.9043,0.21,1.9142,1.7949,0.594,0.0056,0.0062,0.2928512109698328
16156,eg_hijo,all_mixed,20,0.4,2.5,3,28,21,9,2,1.5,7,0.0556,16.8,168,2.398,0.238,0.6549,3.7297,3.6764,3.8847,85820.7405,5408.4702,138144.4815,2.3329,6.4864,8.4304,1.5336,0.0008,0.0663,0.23501257048563248
3406,pca_full_2d,cont_std,12,0.6,1.5,3,15,27,4,16,3.6,5,0.2571,3.9,6,2.655,0.009,0.6546,0.0084,0.0078,0.1956,3039.281,6219.2099,234217.9387,0.2802,5.8952,1.047,0.0504,0.077,0.0,0.14023377257548744
9112,hibrido_umap_af,cont_rob,12,0.3,1.5,3,12,13,5,6,2.17,5,0.197,5.0,13,2.296,0.018,0.6544,1.4055,1.3716,1.3542,10375.612,2690.3233,20319.8413,0.2971,4.758,6.2464,0.241,0.0056,0.0,0.07625121310347814
17720,edad_madre,cont_rob,8,0.6,2.0,5,14,12,6,4,1.71,4,0.1319,14.1,53,2.174,0.075,0.6542,3.9641,3.9141,3.9197,106785.0441,2054.5306,37573.1206,0.2395,8.3782,5.2364,0.2339,0.0106,0.0,0.23206329200040807
18174,edad_madre,all_mixed,12,0.6,3.5,2,30,52,3,25,3.47,9,0.1195,53.2,298,2.426,0.423,0.6539,1.4484,1.4786,1.1774,23753.5461,6000.9274,40471.3454,0.4139,38.9114,8.5915,1.1617,0.0168,0.1577,0.10374646658623304
9448,hibrido_umap_af,all_mixed,8,0.6,5.0,3,38,205,1,168,10.79,20,0.2916,92.9,369,3.125,0.523,0.6537,4.3629,4.3846,3.9227,141518.0252,3255.3883,19850.044,0.2019,1.0796,3.9356,0.7724,0.0022,0.0077,0.25052666262134526
20514,dias_saf,all_mixed,20,0.6,3.5,2,24,24,8,8,2.0,7,0.087,75.9,421,1.977,0.597,0.6532,3.914,3.9742,2.4279,147293.1832,9221.1957,271690.4935,3.8939,1.6191,4.0697,0.9198,0.0113,0.1094,0.3182837296631515
8036,umap_2d,cont_rob,12,0.3,2.0,5,13,10,6,3,1.54,4,0.1282,12.0,41,2.235,0.058,0.6531,2.9886,2.96,2.8407,114316.9813,2199.4793,49653.2928,0.2998,4.7854,5.1196,0.139,0.0154,0.0,0.20292491139329807
16393,pn_hijo,cont_std,16,0.2,3.5,3,34,25,10,1,1.47,4,0.0446,15.8,83,2.959,0.118,0.6531,3.8571,3.8859,4.1961,159915.5387,8492.4721,238323.3337,0.7312,3.8427,10.5752,1.0753,0.0098,0.0297,0.2833803723038636
18661,dif_imc,cont_std,20,0.3,3.5,3,36,27,10,1,1.5,4,0.0429,18.4,132,2.86,0.187,0.653,4.286,4.2992,4.503,200008.9952,7863.5789,58898.8274,0.6313,3.6264,6.9127,5.9714,0.0098,0.0536,0.2906541962993288
4765,umap_15_02,cont_rob,8,0.6,3.5,3,21,23,6,8,2.19,5,0.1095,64.2,372,2.177,0.528,0.6529,6.6943,6.6846,4.8667,263530.6195,7020.5476,11009.1172,0.2496,2.3873,11.1941,1.0727,0.004,0.0159,0.3997736078538114
2951,pca_2d,all_mixed,8,0.5,5.0,5,37,109,1,73,5.89,8,0.1637,71.8,319,3.094,0.452,0.6528,4.4582,4.461,4.1978,173698.9711,2443.4102,22766.7448,0.2802,1.3629,34.8444,0.4204,0.003,0.0068,0.26946123458534726
535,pca_1,cont_rob,12,0.6,3.5,3,20,22,6,8,2.2,4,0.1158,75.7,348,2.224,0.494,0.6527,5.5342,5.51,4.778,213283.1232,5875.196,13864.4879,0.3321,2.3119,1.3132,0.2366,0.0067,0.0066,0.3346802516814091
22260,excentricidad,cont_rob,20,0.3,3.5,2,44,28,17,1,1.27,7,0.0296,19.0,207,2.602,0.294,0.6527,5.69,5.6996,4.7985,237776.0639,8838.5534,156252.4115,1.6062,7.9807,26.6113,3.7546,0.0213,0.0844,0.40401748445425506
8914,hibrido_umap_af,cont_std,20,0.2,1.5,3,11,8,6,3,1.45,3,0.1455,4.0,6,2.354,0.009,0.6524,2.6704,2.5721,2.595,20337.4031,2628.3287,145896.8817,0.2171,4.8404,9.2116,0.1245,0.068,0.0,0.2326999953144695
9395,hibrido_umap_af,all_mixed,8,0.3,5.0,5,21,34,4,17,3.24,7,0.1619,58.8,269,2.609,0.382,0.6522,4.8069,4.833,4.4962,269546.4546,5392.314,9344.2403,0.0975,1.2904,2.0169,0.2789,0.0014,0.0115,0.31785317676425495
17256,pn_hijo,all_mixed,20,0.5,3.5,2,41,32,10,1,1.56,4,0.039,30.5,226,2.639,0.321,0.6521,3.3143,3.4049,2.5021,64648.0557,6270.6497,609937.3063,3.9219,8.4521,3.8886,1.3272,0.0085,0.1946,0.3053315626950462
21503,densidad,all_mixed,16,0.6,2.5,5,18,20,5,7,2.22,4,0.1307,36.5,202,2.065,0.287,0.6518,5.0104,4.9721,4.8986,156964.4622,7354.5398,19354.2856,0.6046,8.1515,3.9826,0.58,0.0011,0.1389,0.2852721186142863
8672,hibrido_umap_af,cont_std,8,0.3,3.5,5,16,18,5,7,2.25,7,0.15,59.0,243,2.379,0.345,0.6515,3.5927,3.5847,3.7868,169956.9699,7637.0488,7232.2342,0.0321,1.9298,3.1199,0.2935,0.0021,0.0143,0.22523340302034509
4108,pca_full_2d,all_mixed,12,0.5,1.5,3,16,24,4,12,3.0,3,0.2,5.4,15,2.513,0.021,0.6515,0.0011,0.0002,0.0002,1.5498,0.0,4352.8481,0.1838,1.5518,2.8998,0.3227,0.0,0.0,0.0024083148680515867
12234,mgAF_saf,cont_std,20,0.6,3.5,2,22,10,15,3,0.91,4,0.0433,41.1,292,1.845,0.414,0.6515,4.0769,4.0373,3.8238,179978.3001,6999.9465,185465.1332,1.0822,5.0444,35.9255,9.0141,0.0272,0.0275,0.3181948780400713
5669,umap_30_01,cont_std,16,0.6,5.0,5,16,17,5,6,2.12,4,0.1417,99.2,270,2.443,0.383,0.6513,3.7883,3.8164,4.0248,186632.5824,6869.051,5552.8039,0.0915,0.7226,1.7533,0.1363,0.0018,0.0524,0.24098604442874602
16539,pn_hijo,cont_std,20,0.5,5.0,2,42,35,8,1,1.67,3,0.0407,30.8,227,2.626,0.322,0.6512,4.7023,4.6049,4.0697,160886.1231,5005.8712,732132.0338,5.8378,6.0682,6.8231,1.4207,0.0282,0.016,0.46128301520909654
8759,hibrido_umap_af,cont_std,12,0.3,2.5,5,15,9,9,3,1.2,3,0.0857,24.3,106,2.144,0.15,0.6512,3.6197,3.6159,3.8988,172161.1394,8939.7774,24114.5119,0.1848,3.9485,4.4847,0.6726,0.0056,0.1156,0.23589857804974435
804,pca_1,all_mixed,8,0.6,3.5,2,25,33,6,14,2.64,7,0.11,65.1,459,1.925,0.651,0.6511,4.2744,4.3171,4.889,160720.5463,5481.9804,22904.3622,0.4763,4.0461,11.6369,2.9488,0.004,0.0011,0.2604646817795386
17668,edad_madre,cont_rob,8,0.3,2.5,3,34,23,12,1,1.35,5,0.041,11.9,74,2.9,0.105,0.6511,3.8437,3.8922,4.2335,164903.1156,8281.3409,55056.4098,0.404,12.1701,10.452,0.9706,0.0127,0.1453,0.259530967171787
4220,pca_full_2d,all_mixed,16,0.6,2.0,5,19,57,3,41,6.0,8,0.3333,6.6,13,2.872,0.018,0.651,0.0054,0.0065,0.1599,2602.7052,5148.3657,38219.9551,0.1021,2.6171,5.2585,0.4032,0.0,0.0,0.007799314514961196
6386,umap_30_01,all_mixed,16,0.6,3.5,5,16,17,5,6,2.12,4,0.1417,98.5,266,2.427,0.377,0.6509,3.6828,3.7105,4.1326,183940.9285,7212.6608,3974.0036,0.1073,1.0232,2.5727,0.2933,0.0021,0.0649,0.2357344737788508
2026,pca_2,all_mixed,16,0.4,2.5,3,34,21,14,1,1.24,4,0.0374,12.4,77,2.903,0.109,0.6508,4.3998,4.3771,4.1934,129386.4318,4835.417,79160.8305,0.756,4.9716,12.9931,0.8131,0.004,0.1038,0.26245282434129896
9413,hibrido_umap_af,all_mixed,8,0.4,5.0,5,27,53,3,29,3.93,8,0.151,66.4,321,2.758,0.455,0.6508,4.2626,4.2969,4.2574,238551.688,5732.7411,11763.7554,0.1048,1.4106,1.434,0.2732,0.0018,0.0339,0.28332424563167424
21412,densidad,all_mixed,12,0.6,2.5,3,21,24,6,9,2.29,7,0.1143,38.0,276,1.902,0.391,0.6508,3.2944,3.3561,3.2146,43285.8967,6577.1835,25589.7745,0.4584,5.521,8.7077,0.9204,0.0008,0.1542,0.16762014539334225
11964,mgAF_saf,cont_std,8,0.6,3.5,2,24,12,16,4,1.0,3,0.0435,49.5,354,1.764,0.502,0.6506,3.3309,3.2679,3.3626,158554.7635,6385.2278,181430.5045,1.3824,5.7444,42.641,10.06,0.0328,0.0007,0.28709470858628805
2369,pca_2d,cont_std,16,0.3,2.5,5,13,9,8,4,1.38,4,0.1154,21.3,53,2.218,0.075,0.6505,2.4631,2.5602,2.5501,19580.655,4808.8521,11840.2386,0.1562,3.311,8.867,0.7513,0.0058,0.071,0.12528651984797715
3161,pca_2d,all_mixed,20,0.2,2.5,5,12,11,6,5,1.83,4,0.1667,12.1,31,2.271,0.044,0.6504,2.3348,2.3747,2.7437,117327.1786,4986.0958,25766.4885,0.1736,4.5001,5.9289,0.185,0.0003,0.0,0.15320682734485272
1668,pca_2,cont_rob,16,0.4,3.5,2,43,33,11,1,1.53,5,0.0365,23.4,222,2.599,0.315,0.6504,4.7519,4.7025,4.3081,282088.4409,6294.4394,229592.3115,3.7586,7.1983,35.8041,5.2166,0.0217,0.0264,0.4126380613409449
5397,umap_15_02,all_mixed,20,0.6,5.0,2,19,26,4,11,2.74,4,0.152,86.9,214,2.659,0.304,0.6503,4.2865,4.2621,4.4739,190700.0894,6217.5559,15978.6774,0.136,1.2014,3.2435,0.5745,0.0006,0.0736,0.2629726691426168
19525,dias_saf,cont_std,8,0.6,3.5,3,16,13,6,3,1.62,3,0.1083,91.6,269,2.421,0.382,0.6502,4.2045,4.2243,4.6153,175922.2382,8422.8009,6589.5646,0.0541,0.7921,1.786,0.2483,0.0022,0.0583,0.25442199337684507
2582,pca_2d,cont_rob,8,0.5,2.0,5,18,29,4,15,3.22,7,0.1895,20.9,77,2.423,0.109,0.65,3.5109,3.464,3.5568,147326.0442,3059.358,23812.7032,0.1194,2.5086,3.31,0.1754,0.0049,0.0,0.21869211401074592
18986,dif_imc,cont_rob,16,0.6,3.5,5,24,35,4,15,2.92,9,0.1268,58.1,335,2.405,0.475,0.6499,3.014,3.0376,3.4577,264252.8035,5332.388,22732.9512,0.4013,2.0146,5.6545,5.7908,0.0037,0.0284,0.2475522445467979
22402,excentricidad,all_mixed,8,0.6,2.5,3,20,19,7,6,1.9,7,0.1,39.8,285,2.018,0.404,0.6499,4.5719,4.6118,4.3412,202129.8896,6920.5767,25054.753,0.1927,3.7586,11.3583,1.6991,0.001,0.09,0.28345479753808783
4018,pca_full_2d,all_mixed,8,0.5,1.5,3,16,24,4,12,3.0,3,0.2,5.8,15,2.484,0.021,0.6498,0.0015,0.0004,0.0004,2.8929,0.0,4206.09,0.1561,1.3401,2.6234,0.25,0.0,0.0,0.0021363669119116692
12144,mgAF_saf,cont_std,16,0.6,3.5,2,22,10,15,3,0.91,4,0.0433,41.2,294,1.818,0.417,0.6497,3.9979,3.9561,3.826,178958.9793,7105.4966,185686.1842,1.0437,4.6556,35.8451,8.9215,0.0276,0.0275,0.3145821769135664
17221,pn_hijo,all_mixed,20,0.3,3.5,3,31,29,4,2,1.87,5,0.0624,27.8,159,2.655,0.226,0.6496,2.6509,2.674,2.4193,40771.8914,4314.9918,433507.5562,1.7136,3.636,3.2051,1.1781,0.0072,0.174,0.2178493395996933
9418,hibrido_umap_af,all_mixed,8,0.5,1.5,3,16,24,4,12,3.0,3,0.2,5.8,15,2.479,0.021,0.6495,0.0012,0.0002,0.0002,1.5498,0.0,4293.5551,0.1649,1.1704,2.6531,0.2543,0.0,0.0,0.0022217311246350542
9400,hibrido_umap_af,all_mixed,8,0.4,1.5,3,16,24,4,12,3.0,3,0.2,5.8,15,2.479,0.021,0.6495,0.0012,0.0002,0.0002,1.5498,0.0,4293.5551,0.1649,1.1704,2.6531,0.2543,0.0,0.0,0.0022217311246350542
19212,dif_imc,all_mixed,12,0.4,2.0,2,56,16,40,0,0.57,2,0.0104,2.3,4,3.996,0.006,0.6494,3.4824,3.5002,3.2707,155893.5603,5441.0915,82658.5488,0.9288,13.0151,14.4909,1.5977,0.0095,0.0663,0.2446498099172799
19194,dif_imc,all_mixed,12,0.3,2.0,2,47,11,36,0,0.47,2,0.0102,2.3,4,3.82,0.006,0.6494,2.9831,2.9736,2.8517,126807.3855,5063.5727,91136.7882,1.0274,12.8758,8.5159,1.4012,0.0113,0.0598,0.21565195089856837
19410,dif_imc,all_mixed,20,0.5,2.0,2,48,18,30,0,0.75,3,0.016,2.3,5,3.837,0.007,0.6493,3.0721,3.0743,2.8992,125313.8388,4789.2685,85490.8784,0.8836,14.1504,8.5122,1.0705,0.0051,0.0764,0.20865261020924972
18150,edad_madre,all_mixed,12,0.5,2.0,2,40,13,27,0,0.65,2,0.0167,2.4,5,3.646,0.007,0.6493,3.0643,3.1399,3.173,111786.6151,4117.6744,95005.5672,1.144,15.7696,13.776,1.8611,0.029,0.0475,0.23995657991384436
19526,dias_saf,cont_std,8,0.6,3.5,5,16,13,6,3,1.62,3,0.1083,90.2,269,2.404,0.382,0.6492,4.1234,4.1471,4.6111,168762.8144,8440.874,6323.9801,0.0563,0.7932,1.7292,0.258,0.0023,0.0583,0.2482759417218646
18060,edad_madre,all_mixed,8,0.5,2.0,2,55,17,38,0,0.62,2,0.0114,2.4,6,3.948,0.009,0.6491,3.1754,3.2089,3.3087,111696.5166,4221.4633,91187.571,1.0668,13.7027,20.61,1.5253,0.0207,0.0674,0.23143380116449144
16977,pn_hijo,all_mixed,8,0.5,1.5,2,42,14,28,0,0.67,2,0.0163,2.2,6,3.704,0.009,0.6491,3.7635,3.833,3.7827,192320.5048,4973.1555,69428.5687,0.9941,12.3452,5.3105,0.7557,0.0058,0.0663,0.2662548254225838
19302,dif_imc,all_mixed,16,0.4,2.0,2,42,13,29,0,0.62,3,0.0151,2.4,6,3.693,0.009,0.6491,3.3833,3.3717,3.1079,112585.0194,4258.2909,86781.3332,0.9702,12.9617,8.6836,1.1645,0.0058,0.0862,0.2183190968710429
17250,pn_hijo,all_mixed,20,0.5,2.0,2,42,13,29,0,0.62,2,0.0151,2.4,6,3.678,0.009,0.6491,4.4909,4.51,4.4037,165593.3186,6116.8344,68856.6035,0.8088,11.2203,13.2182,1.9495,0.0205,0.0862,0.30281450487843115
19320,dif_imc,all_mixed,16,0.5,2.0,2,50,18,32,0,0.72,3,0.0147,2.4,6,3.869,0.009,0.6491,3.1754,3.1735,2.9581,98009.0783,4563.5741,92595.2389,0.979,14.6654,9.1582,1.389,0.0096,0.0736,0.20976119318879904
14982,imc_antes,all_mixed,16,0.4,2.0,2,42,11,31,0,0.52,3,0.0128,2.2,7,3.692,0.01,0.649,3.3542,3.4161,3.301,113965.9829,5167.841,62795.8201,0.7274,11.4605,9.065,1.0961,0.0186,0.0663,0.2304153981883469
8466,umap_2d,all_mixed,16,0.2,2.0,2,40,7,33,0,0.35,1,0.009,2.3,7,3.631,0.01,0.649,4.1512,4.1834,4.3033,169809.2224,6368.6003,84745.6565,1.1235,9.4798,38.2682,4.2099,0.0142,0.0694,0.28734216717025274
15090,imc_antes,all_mixed,20,0.5,2.0,2,48,19,29,0,0.79,3,0.0168,2.3,8,3.802,0.011,0.6489,3.3457,3.4099,3.3241,102828.6363,4761.3378,80054.411,0.8318,10.3328,11.6331,1.1723,0.0208,0.0586,0.23198693906387036
17052,pn_hijo,all_mixed,12,0.4,2.0,2,44,11,33,0,0.5,2,0.0116,2.4,8,3.705,0.011,0.6489,4.6109,4.622,4.6757,177876.4536,6953.5927,70382.4947,0.7342,12.181,12.8093,1.8303,0.0224,0.0635,0.3147484811937095
2130,pca_2,all_mixed,20,0.5,2.0,2,48,21,27,0,0.88,3,0.0186,2.4,9,3.789,0.013,0.6487,3.5144,3.5619,3.5243,173072.3934,5343.4517,65407.4088,1.0191,10.0277,8.9044,1.2365,0.0165,0.0399,0.26127158610216955
7167,umap_5_05,cont_rob,20,0.5,1.5,2,45,21,24,0,0.93,1,0.0212,2.6,9,3.701,0.013,0.6487,3.1076,3.1262,3.3333,76776.5551,6093.7101,109392.8509,0.8841,8.7453,5.4388,1.7504,0.0297,0.0425,0.22689307086888055
19104,dif_imc,all_mixed,8,0.3,2.0,2,48,7,41,0,0.29,3,0.0062,2.4,9,3.795,0.013,0.6487,3.7948,3.849,3.6913,170770.0199,5970.2447,93932.392,0.9191,13.5412,16.8002,2.1488,0.0156,0.0586,0.2743316594013285
19086,dif_imc,all_mixed,8,0.2,2.0,2,41,3,38,0,0.15,1,0.0037,2.4,9,3.632,0.013,0.6487,4.0126,4.0671,3.9044,190310.3912,6754.0824,83948.8841,0.9465,11.8849,15.3784,1.6317,0.018,0.0678,0.2935076652876455
7149,umap_5_05,cont_rob,20,0.4,1.5,2,41,17,24,0,0.83,1,0.0207,2.5,9,3.61,0.013,0.6487,3.2209,3.2414,3.4884,81553.2988,5795.4567,122909.801,0.9748,9.4869,5.2264,1.7194,0.0355,0.0238,0.24418658258835876
15000,imc_antes,all_mixed,16,0.5,2.0,2,55,21,34,0,0.76,3,0.0141,2.4,10,3.905,0.014,0.6486,3.403,3.4678,3.3808,114495.575,4625.9979,70647.4846,0.9283,11.3474,10.2418,1.0869,0.0184,0.0516,0.23554284894318359
1974,pca_2,all_mixed,12,0.6,3.5,2,25,36,5,16,2.88,9,0.12,67.5,470,1.908,0.667,0.6486,4.136,4.1907,3.2309,219653.0008,6630.7672,41395.3799,0.6768,3.2305,56.7431,2.2765,0.0147,0.0728,0.29756477342647014
17934,edad_madre,cont_rob,20,0.3,2.0,2,51,14,37,0,0.55,3,0.011,2.9,10,3.799,0.014,0.6486,4.3583,4.4119,4.1724,102743.1955,5236.2874,104146.0533,0.8424,11.8507,10.122,2.5432,0.0372,0.0884,0.29997949480037517
6987,umap_5_05,cont_rob,12,0.5,1.5,2,47,24,23,0,1.02,2,0.0222,2.6,10,3.723,0.014,0.6486,2.9957,3.0232,3.2096,74253.8704,5889.0023,102423.2515,0.8597,10.7392,7.1772,1.9676,0.0245,0.0407,0.21317667495023307
16944,pn_hijo,all_mixed,8,0.3,2.0,2,40,8,32,0,0.4,1,0.0103,2.4,10,3.578,0.014,0.6486,3.8459,3.8743,3.9982,117335.3312,5052.3244,106520.086,1.045,8.2592,14.547,2.0759,0.0234,0.0475,0.26761773082402235
16962,pn_hijo,all_mixed,8,0.4,2.0,2,56,19,37,0,0.68,2,0.0123,2.5,10,3.92,0.014,0.6486,4.0623,4.0459,3.9755,132240.1807,4607.6759,90870.6314,0.9244,9.2909,12.3121,1.561,0.0202,0.0344,0.2742352260459963
14874,imc_antes,all_mixed,12,0.3,2.0,2,42,11,31,0,0.52,2,0.0128,2.5,10,3.627,0.014,0.6486,3.2076,3.2681,3.1672,112170.4952,5027.0245,76946.4774,0.9984,8.2934,14.3173,0.9753,0.0233,0.0454,0.23430637393788026
17610,edad_madre,cont_std,20,0.5,2.0,2,61,25,36,0,0.82,3,0.0137,2.7,10,3.972,0.014,0.6486,2.8363,2.8528,3.001,62322.8986,5548.6756,107168.8953,0.8713,10.4122,7.7235,1.2729,0.0494,0.0752,0.2351802236383773
19230,dif_imc,all_mixed,12,0.5,2.0,2,63,22,41,0,0.7,3,0.0113,2.5,10,4.041,0.014,0.6486,3.6282,3.6546,3.4416,157579.4531,5639.9875,87864.9862,1.0535,12.8593,13.2573,1.5596,0.0085,0.0595,0.25230872216825473
17592,edad_madre,cont_std,20,0.4,2.0,2,40,10,30,0,0.5,3,0.0128,2.7,10,3.558,0.014,0.6486,2.5755,2.581,2.7038,81483.3235,5214.31,110213.9068,0.91,10.8578,5.6241,1.4575,0.0428,0.0475,0.22372596641882228
17160,pn_hijo,all_mixed,16,0.5,2.0,2,44,15,29,0,0.68,2,0.0159,2.5,10,3.678,0.014,0.6486,3.9403,3.9805,4.2168,135543.6519,5834.6924,90579.7278,0.8508,10.2786,16.0402,1.8558,0.0178,0.0635,0.2676798232678082
18336,edad_madre,all_mixed,20,0.5,3.5,2,46,43,4,1,1.87,6,0.0415,27.1,150,3.088,0.213,0.6485,1.5741,1.5916,1.6494,56579.7356,6610.3259,61472.0029,0.63,39.5652,8.3451,1.0289,0.0145,0.156,0.12417317331974935
