mapper,nodo,n,af_mean,trap_score_mean,pct_over_ul,pct_folate_trap,pct_b12_supp,pct_b12_diet_risk,pct_saf_5mg,pct_saf_1mg,pct_osaf_hierro,pct_anomalo,pct_evito_animal,pct_evito_gluten,pn_mean,eg_mean,pct_patologia,pct_pat_severa,pct_pat_crecim,imc_mean
D,cube17_cluster0,45,2876.311111111111,1.0026955555555555,84.44444444444444,22.22222222222222,77.77777777777779,8.88888888888889,33.33333333333333,37.77777777777778,6.666666666666667,0.0,8.88888888888889,0.0,3313.311111111111,38.28888888888889,0.0,0.0,0.0,24.84844444444444
D,cube35_cluster1,3,1130.0,1.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3358.3333333333335,40.0,0.0,0.0,0.0,33.01
D,cube29_cluster1,3,1130.0,1.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3358.3333333333335,40.0,0.0,0.0,0.0,33.01
D,cube7_cluster1,5,1588.0,0.86,80.0,60.0,20.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,2171.0,34.6,0.0,0.0,0.0,24.136
D,cube12_cluster0,39,2189.6153846153848,0.7388179487179487,66.66666666666666,15.384615384615385,79.48717948717949,0.0,23.076923076923077,46.15384615384615,5.128205128205128,0.0,0.0,0.0,3224.025641025641,38.51282051282051,0.0,0.0,0.0,24.345897435897434
D,cube9_cluster0,33,2587.2727272727275,0.6874515151515153,75.75757575757575,21.21212121212121,75.75757575757575,0.0,30.303030303030305,45.45454545454545,6.0606060606060606,0.0,0.0,0.0,3463.0,38.75757575757576,0.0,0.0,0.0,26.060909090909092
D,cube5_cluster0,25,3019.08,0.6617160000000001,72.0,0.0,100.0,0.0,40.0,32.0,0.0,0.0,0.0,0.0,3417.96,38.64,0.0,0.0,0.0,26.0592
D,cube10_cluster0,20,3107.15,0.6203550000000001,75.0,0.0,100.0,20.0,35.0,30.0,10.0,0.0,20.0,0.0,3386.8,38.1,0.0,0.0,0.0,24.191499999999998
D,cube28_cluster0,25,2645.24,0.6120000000000002,76.0,0.0,100.0,0.0,32.0,44.0,0.0,0.0,0.0,4.0,3327.8,38.8,0.0,0.0,0.0,24.3948
D,cube33_cluster0,25,2645.24,0.6120000000000002,76.0,0.0,100.0,0.0,32.0,44.0,0.0,0.0,0.0,4.0,3327.8,38.8,0.0,0.0,0.0,24.3948
D,cube34_cluster0,25,2645.24,0.6120000000000002,76.0,0.0,100.0,0.0,32.0,44.0,0.0,0.0,0.0,4.0,3327.8,38.8,0.0,0.0,0.0,24.3948
