mapper_1,nodo_g1,mapper_2,nodo_g2,jaccard,n_inter
C,cube3_cluster10,D,cube8_cluster0,0.07142857142857142,1
C,cube6_cluster0,D,cube3_cluster0,0.06930693069306931,7
C,cube5_cluster3,D,cube10_cluster0,0.06896551724137931,4
C,cube4_cluster6,D,cube24_cluster0,0.06818181818181818,3
C,cube6_cluster0,D,cube4_cluster0,0.06779661016949153,4
C,cube4_cluster0,D,cube20_cluster0,0.06756756756756757,5
C,cube5_cluster2,D,cube3_cluster0,0.06666666666666667,6
C,cube5_cluster4,D,cube30_cluster0,0.06666666666666667,4
C,cube4_cluster5,D,cube30_cluster0,0.06557377049180328,4
C,cube5_cluster3,D,cube2_cluster0,0.06557377049180328,4
C,cube4_cluster1,D,cube17_cluster0,0.06532663316582915,13
C,cube4_cluster1,D,cube20_cluster0,0.06417112299465241,12
C,cube4_cluster8,D,cube37_cluster0,0.06382978723404255,3
C,cube3_cluster2,D,cube11_cluster0,0.06306306306306306,7
C,cube2_cluster2,D,cube22_cluster0,0.0625,1
C,cube2_cluster2,D,cube15_cluster0,0.0625,1
C,cube3_cluster1,D,cube36_cluster0,0.0625,1
C,cube6_cluster0,D,cube6_cluster0,0.0625,6
C,cube6_cluster0,D,cube9_cluster0,0.06153846153846154,4
C,cube3_cluster2,D,cube23_cluster0,0.06140350877192982,7
C,cube5_cluster3,D,cube17_cluster0,0.06097560975609756,5
C,cube5_cluster9,D,cube25_cluster0,0.06060606060606061,2
C,cube4_cluster5,D,cube23_cluster0,0.06060606060606061,4
C,cube4_cluster10,D,cube25_cluster0,0.06060606060606061,2
C,cube4_cluster1,D,cube27_cluster0,0.06030150753768844,12
C,cube4_cluster6,D,cube19_cluster0,0.06,3
C,cube2_cluster0,D,cube16_cluster0,0.058823529411764705,1
C,cube3_cluster0,D,cube15_cluster0,0.058823529411764705,1
C,cube3_cluster1,D,cube21_cluster0,0.058823529411764705,1
C,cube4_cluster4,D,cube20_cluster0,0.058823529411764705,4
C,cube3_cluster0,D,cube22_cluster0,0.058823529411764705,1
C,cube5_cluster6,D,cube29_cluster0,0.058823529411764705,3
C,cube5_cluster9,D,cube24_cluster0,0.058823529411764705,1
C,cube5_cluster8,D,cube16_cluster0,0.058823529411764705,1
C,cube4_cluster10,D,cube24_cluster0,0.058823529411764705,1
C,cube4_cluster2,D,cube8_cluster0,0.058823529411764705,2
C,cube4_cluster4,D,cube25_cluster0,0.058823529411764705,4
C,cube4_cluster4,D,cube32_cluster0,0.058823529411764705,5
C,cube5_cluster6,D,cube35_cluster0,0.058823529411764705,3
C,cube4_cluster3,D,cube13_cluster0,0.05813953488372093,5
C,cube5_cluster1,D,cube6_cluster0,0.05813953488372093,5
C,cube4_cluster0,D,cube27_cluster0,0.05813953488372093,5
C,cube4_cluster0,D,cube17_cluster0,0.05747126436781609,5
C,cube4_cluster5,D,cube19_cluster0,0.05714285714285714,2
C,cube5_cluster0,D,cube25_cluster0,0.05649717514124294,10
C,cube4_cluster0,D,cube26_cluster0,0.05504587155963303,6
C,cube5_cluster6,D,cube30_cluster0,0.0547945205479452,4
C,cube5_cluster5,D,cube32_cluster0,0.05454545454545454,3
C,cube5_cluster0,D,cube12_cluster0,0.05434782608695652,10
C,cube5_cluster1,D,cube3_cluster0,0.05434782608695652,5
C,cube4_cluster1,D,cube26_cluster0,0.053811659192825115,12
C,cube4_cluster4,D,cube12_cluster0,0.05333333333333334,4
C,cube5_cluster0,D,cube7_cluster0,0.05291005291005291,10
C,cube3_cluster0,D,cube36_cluster0,0.05263157894736842,1
C,cube2_cluster1,D,cube11_cluster0,0.05263157894736842,4
C,cube5_cluster4,D,cube38_cluster0,0.05263157894736842,1
C,cube5_cluster5,D,cube20_cluster0,0.05263157894736842,2
C,cube4_cluster4,D,cube10_cluster0,0.05263157894736842,3
C,cube6_cluster0,D,cube7_cluster0,0.05263157894736842,4
C,cube6_cluster5,D,cube23_cluster0,0.05263157894736842,3
C,cube5_cluster5,D,cube8_cluster0,0.05263157894736842,1
C,cube6_cluster2,D,cube31_cluster0,0.05263157894736842,1
C,cube5_cluster3,D,cube12_cluster0,0.05194805194805195,4
C,cube5_cluster4,D,cube6_cluster0,0.05194805194805195,4
C,cube5_cluster6,D,cube23_cluster0,0.05128205128205128,4
C,cube3_cluster7,D,cube4_cluster0,0.05128205128205128,2
C,cube4_cluster6,D,cube16_cluster0,0.05128205128205128,2
C,cube5_cluster1,D,cube31_cluster0,0.05128205128205128,2
C,cube5_cluster0,D,cube11_cluster0,0.05102040816326531,10
C,cube4_cluster3,D,cube32_cluster0,0.05084745762711865,3
C,cube6_cluster0,D,cube26_cluster0,0.050505050505050504,5
C,cube3_cluster2,D,cube13_cluster0,0.050359712230215826,7
C,cube3_cluster3,D,cube4_cluster0,0.05,2
C,cube4_cluster8,D,cube15_cluster0,0.05,2
C,cube4_cluster5,D,cube38_cluster0,0.05,1
C,cube4_cluster10,D,cube37_cluster0,0.05,1
C,cube4_cluster8,D,cube22_cluster0,0.05,2
C,cube5_cluster3,D,cube18_cluster0,0.05,5
C,cube5_cluster9,D,cube37_cluster0,0.05,1
